school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject
MS,F,15,R,GT3,T,1,1,at_home,services,other,mother,1.0,1.0326484135150404,1,no,yes,no,no,yes,yes,no,yes,3.987398729532608,1.0675873211709186,3.024598614206819,1.0260955904037843,1.0,1.9922142558380103,6.117597411386308,10.08023835033766,9.94547691973703,9.902762784435886,por
MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,2.030937744516257,1.0,0,no,yes,no,no,yes,yes,yes,no,5.0,4.017654462520852,4.10763584251654,2.033327174410891,2.918861715903919,5.0,3.7855259016125005,9.75472685307656,9.943460331972206,10.921052792419658,por
MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,2.050465003014494,2.0258452467726866,0,no,no,no,no,yes,yes,no,no,3.9850095345003695,4.982031719240145,2.0279396610930127,1.0602282262991602,2.0053233567889515,4.988331390635756,0.20586152781668088,16.106276888842398,16.995270897609867,17.079072945247255,por
MS,F,15,R,LE3,T,2,1,at_home,other,home,mother,1.992035032410425,1.0282021009606337,0,no,no,no,no,yes,no,no,no,1.0100374265153036,2.981080558180928,3.970676232445543,1.0,1.0,1.0250044566504668,0.0,6.046651031769476,7.865247062046372,9.120782542746841,por
MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,1.0,1.9726924601620064,0,no,yes,no,no,yes,yes,no,no,4.979531745445785,2.9971238224720724,1.985347559854518,1.002996939232301,3.0020456033419998,2.012018456822419,5.234293947834942,10.117800152131986,11.03116945535278,11.063963943409528,por
MS,M,16,U,GT3,A,1,2,other,other,other,mother,1.0319044377240576,2.989717073574735,0,yes,no,no,no,yes,yes,yes,no,4.021223345187445,3.992588563923319,2.9843221916429146,1.0,1.033359640732557,5.0,0.0,9.982227696771309,11.134643379905889,11.219932630224754,por
MS,F,17,R,GT3,T,3,2,at_home,other,course,father,1.0346744869974556,1.9723235532758059,1,no,no,no,no,yes,yes,no,yes,4.019195603571101,5.0,3.937911615413675,1.000054069527889,1.9816149130530039,4.934594182800421,0.0,9.815500466872706,10.027686102324855,10.189569065027678,por
MS,F,17,R,GT3,T,1,1,other,other,other,father,1.0,1.0,1,no,yes,no,no,no,no,yes,no,5.0,4.005768686589463,3.9885863922838776,2.0419262759046757,2.0646580899630558,4.994766950828744,0.0,6.03851823882292,6.0797275522351715,7.051135403323421,por
MS,F,15,R,GT3,T,4,4,teacher,other,course,mother,1.990776133673114,1.0,0,no,no,no,no,yes,yes,yes,yes,1.0,4.977359505849399,1.0253392068990799,2.9632119325828756,4.943693098238226,4.961169601154353,0.0,13.114083771946895,14.107871463552556,13.90277170956796,por
MS,F,16,U,LE3,A,2,2,at_home,other,reputation,mother,1.9938143143493476,4.019515367710129,0,no,no,no,yes,no,no,no,yes,1.0187236873221834,2.05850007455688,1.0,1.0,1.0459268448242753,1.0258202185938723,3.92762600031614,10.082764282756617,9.121858677670206,10.848114972825924,por
MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,1.9704868613380018,2.032797808707711,0,no,yes,no,no,yes,yes,yes,no,5.0,4.0015258564274765,3.036253636057977,1.0376678658430862,2.0260286562822207,3.9308802907017673,0.0,9.940687907441143,10.184306155387064,9.95508545971517,por
MS,F,15,R,LE3,T,1,1,other,services,course,mother,1.9798339157475975,1.0349347974500658,1,no,yes,no,no,yes,yes,yes,yes,4.036287031635148,4.023791901390845,3.016865906960041,1.027899455531645,1.9338415227467234,2.014801786998878,4.0622178733462855,6.007765273987317,6.950802578751539,8.087330485025435,por
MS,F,16,R,GT3,T,0,2,other,other,other,mother,1.9779572803594527,1.0,0,no,yes,no,yes,yes,yes,no,no,2.979871238841217,1.9811783060360568,2.9746122383525324,1.0,2.104509643474527,1.9730710354992762,0.0,11.952310185236957,10.92919187142615,12.211788539046431,por
MS,F,17,R,GT3,T,2,3,other,other,course,mother,1.983145444315514,1.0,0,no,yes,no,no,yes,yes,yes,no,5.0,5.0,4.99510629579009,1.0233691151984465,2.9975424188166695,2.9686211125258284,1.987683228152656,9.926674162011855,11.077212210022095,12.048400426414297,por
MS,F,15,R,GT3,T,3,3,other,services,course,father,1.999238603516812,1.0,0,no,no,no,no,no,yes,yes,no,3.9945480818069,1.0096273624558432,3.0552655564302222,1.0093327407008317,1.0,3.938175072208105,0.0,14.08550901403657,16.069801145998778,16.13550624854897,por
MS,M,16,U,GT3,T,1,1,at_home,services,home,mother,2.0051414401804313,1.9798285920303247,0,no,yes,no,yes,yes,yes,no,yes,4.998202601178652,3.9415244152635918,5.0,4.041034653618625,4.945752364494607,2.9801221413747747,0.07297353503430067,6.89281868100352,0.0764444545474878,0.0,por
MS,M,17,U,GT3,T,1,1,other,other,home,mother,1.0340363112396866,2.024150811316316,0,no,no,yes,no,no,yes,yes,no,4.002569255193593,4.062363101439947,3.0003037145417877,2.0020379438241522,3.991517613255709,5.0,3.9833813813110965,7.920001804486384,9.186192813891141,9.072206265068372,por
MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1.0,2.0404390007737625,0,no,yes,no,yes,yes,yes,yes,no,5.0,3.03993925743519,3.991781566951516,1.0280525033753147,1.995088064478226,1.9989234078987648,0.299998382487629,11.901187698663028,13.001120528753185,14.095463180602218,por
MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1.021607670342586,1.9691035122078004,0,no,yes,no,yes,yes,yes,yes,no,4.996745351643797,2.9877087095137984,4.002648930200334,1.0722627997254028,2.0039573078620285,2.02682775299443,6.824958542430345,6.866620137364242,9.041998637535741,7.770478170449101,por
MS,M,16,R,GT3,T,3,4,other,health,other,mother,2.995302554924919,1.9851702665532855,0,no,no,no,no,no,yes,no,no,3.0060124035257494,3.9658900369079038,4.982304628732974,1.0163588662433656,1.9885190218505084,5.0,3.6631136816810086,9.013104345304091,9.903380647589847,10.952064303536176,por
MS,M,15,R,GT3,T,1,1,other,other,course,mother,3.998914181437154,1.9993390481685436,0,no,yes,no,yes,yes,yes,no,yes,5.0,4.010755365391928,4.927223571608853,2.001349195797149,4.024412826684267,4.011273204450894,8.11514646756392,7.1039566344754475,9.210440449356767,9.110111941817358,por
MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,1.014813517552841,2.007012600748875,0,no,yes,no,yes,yes,yes,yes,no,5.0,3.002682878082067,3.070612875339406,1.01975995702287,1.0,4.976116290287584,0.0645581557158548,10.983453194206323,10.966832780487783,11.03182292216013,por
MS,M,17,R,GT3,T,2,1,other,other,other,mother,2.975354205729926,1.0,0,no,no,no,yes,yes,no,no,yes,5.0,5.0,5.0,4.990009046743855,4.925401049389701,3.019970874760555,7.812128427141413,7.865232834369193,9.969624663151224,8.861271409860732,por
MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,2.0083945907805467,3.0106145006342313,0,no,no,no,yes,yes,yes,yes,yes,3.987243971646544,2.005928401800051,2.0137668334643095,1.0653143278309023,1.0,3.9767361826921612,5.715007009484849,16.075176563343273,15.96582705895668,16.718242197144505,por
MS,F,15,R,GT3,T,1,2,other,services,course,mother,2.003653929290271,1.0,0,no,no,no,no,yes,yes,no,no,4.975099457742034,1.0156657311973294,1.997997709845871,1.0049252001028806,1.0,1.0,3.286417774924879,11.150873371626414,12.93644413818717,12.957589963306974,por
MS,F,16,R,GT3,T,2,3,other,services,course,mother,3.0108102026215664,1.9996382510480362,0,no,yes,no,no,yes,yes,yes,no,4.026750348346972,5.0,3.9745816900958073,1.0,2.0136389701421846,1.0,2.2634494685021678,14.94216013710711,14.928112423647478,14.991700077433496,por
MS,M,16,R,GT3,T,1,2,other,other,course,father,2.006347778675608,2.013673820249709,0,no,no,no,no,yes,yes,no,no,4.024531082564894,3.0175800701481887,2.993571244636398,1.0,1.0,5.0,0.0,9.957168523107315,10.948387826363032,10.897514548763152,por
MS,F,16,R,GT3,T,2,2,other,other,course,mother,3.053898312277979,2.000160753240297,0,no,yes,no,no,yes,yes,yes,no,4.041237758354692,3.9675181953988625,4.944697343762888,1.0300105395610955,1.0062980553176482,3.98350182440006,3.914632821938831,9.046152563874042,9.86539789935974,11.01658982192889,por
MS,F,16,U,GT3,T,1,2,other,services,course,mother,1.0,2.9890770011246435,1,no,yes,no,no,yes,yes,no,no,1.0,3.0421647868129464,2.0787353659025625,1.0237188144719138,2.050661722236372,4.007783079765352,0.3100398068146731,10.145160649026424,7.922605244629248,8.058712441283035,por
MS,F,16,U,GT3,T,1,2,other,services,course,mother,1.0,2.997256401292981,1,no,yes,no,no,yes,yes,no,no,1.0,3.0507691540056223,1.9573139825869648,1.0,1.9634227547532928,3.9557218451606215,2.9113093089100732,8.953473898888477,8.19207446989946,8.077762068904299,por
MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,1.0,1.9977882224769952,0,yes,yes,no,no,no,yes,yes,no,3.9540911265269196,4.0975410418451075,1.9643174543315425,3.015766767719171,3.040914765554682,2.018632882268525,0.0,8.880743322179692,10.072500382851667,8.72684563270361,por
MS,F,16,U,GT3,T,1,1,at_home,other,course,father,1.0,1.9907384034383073,0,no,yes,no,no,no,yes,no,yes,4.989010015002381,3.9652332468165694,2.9847770519130616,1.9587388393774499,1.0,1.967433791542871,0.0,13.056513113193327,14.091249830680775,14.847616694046819,por
MS,M,17,R,LE3,T,1,2,at_home,services,reputation,mother,1.0,1.0,0,no,yes,no,yes,yes,yes,yes,no,5.0,5.0,5.0,5.0,5.0,2.993943213019379,3.7911763367651945,10.071518045268345,11.116016435855547,10.964680870001551,por
MS,F,16,R,GT3,T,1,1,other,other,home,father,4.026101079560742,4.040015091286395,0,no,yes,no,no,no,yes,yes,no,3.986937185591488,2.9355690287837293,2.000501681146852,1.012383532967655,1.0,1.037519252262022,0.0,13.000548775961056,10.180757871765215,13.066339969486439,por
MS,F,16,R,GT3,T,1,1,at_home,other,other,father,4.031182656778219,3.0140401480250305,0,yes,yes,no,no,yes,yes,no,no,4.017934730052315,4.017117314043944,2.957257836147674,1.0466979091212287,1.0,5.0,2.196090087045801,9.95004605856297,8.825422530812396,10.056723686887898,por
MS,F,15,R,GT3,T,1,1,at_home,other,home,father,1.9874710788013377,1.9926039515676641,0,no,yes,no,yes,yes,yes,yes,no,3.9946655276157044,2.983035829387994,3.0433715582979746,1.0,1.026495203069528,1.9990584104153906,0.6566599385316398,11.08899870422467,9.878792396829155,11.054710429843055,por
MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,1.9817282783981285,1.0174451840490526,0,no,no,no,yes,yes,yes,yes,yes,4.009074252406177,2.0595214244418916,2.025275983970816,3.965035229543549,2.9831989357182334,1.9244281305319806,0.04606679440765473,13.047260182387305,11.920791319648254,13.955545038396592,por
MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3.01034843050664,1.9916442992536325,0,no,yes,no,no,yes,yes,no,no,3.967862319133337,1.976029380950808,1.0186175946356937,1.0,1.9675594755549832,2.12791602294141,0.16517020008013794,12.931223624205643,13.95370712707348,13.96201290998326,por
MS,F,15,R,LE3,T,2,2,other,other,other,father,1.0,3.029364008725282,0,yes,yes,no,no,yes,yes,no,no,4.002386036981246,3.947727884594719,3.0247481144944453,1.9634429422994046,1.9815777713371132,5.0,1.7296358193381027,14.004394067707084,10.970378245732016,11.915554682975817,por
MS,M,16,R,GT3,T,1,1,at_home,other,other,father,2.013894006769084,1.0092523643346767,0,no,no,no,yes,yes,yes,no,no,2.9162421412980684,3.9854166469313053,4.0827904256191765,3.036559488078619,3.9982802779330284,5.0,5.827808337287914,10.87901971845184,10.955949409197176,11.089067403297667,por
MS,F,18,U,GT3,T,1,2,other,other,course,father,1.0044545300871572,1.997314163395917,1,no,yes,no,yes,yes,yes,yes,yes,2.994766529452504,3.938868125929651,4.075554550184884,2.0423574968677354,3.051745264125958,4.967807240067454,9.226015885678143,9.06138844281408,8.021613360964425,7.893274963854858,por
MS,M,15,U,GT3,T,3,1,other,services,home,mother,1.9667266545887157,1.0112066214404933,0,no,yes,no,no,yes,yes,no,no,2.9543434504840485,2.023242926600836,2.9762552789064043,1.008758380819243,2.925434836277332,3.995144945788554,0.09927799229505654,9.976529618794238,9.003478436009107,11.09855651281106,por
MS,F,16,R,GT3,T,2,2,other,services,course,father,3.0339705591333983,1.9606800338533763,0,no,yes,no,yes,yes,yes,yes,no,5.0,2.9360955817758496,4.0561494608140585,1.033404161319332,1.0008898319724664,1.9767736117823471,0.8849993660527115,13.961003088370356,12.928763089822864,14.024099309680457,por
MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,3.0394227874890545,1.0,0,no,no,no,no,yes,yes,no,no,4.021768978689085,3.0008806256837337,3.0132488983833863,1.003663953061288,2.0240919983882066,4.054018596070654,1.2239795867752974,12.997057673812371,11.785595029671994,12.994777368659676,por
MS,M,16,U,GT3,T,4,4,other,teacher,course,father,1.0,1.970115345648731,0,no,yes,no,yes,yes,yes,no,yes,4.013067731640443,2.935701687267306,1.017257355720847,1.0,1.007458050804594,3.0112196629296553,0.22477820485890282,13.00360761237028,11.902150672249652,12.923858452067465,por
MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,1.0,2.0035779508394738,0,no,yes,no,no,yes,yes,yes,yes,4.042591251584197,4.990088318775125,3.9414859456372957,1.0,1.0504994207438212,1.0,4.050124650412653,13.080097867511283,11.945871359717554,11.842833225069196,por
MS,F,16,R,GT3,T,2,2,at_home,other,course,mother,2.006275266248841,2.0433658828155035,1,no,yes,no,yes,no,yes,no,no,3.9734284176164545,4.050854673936406,3.994108530530616,1.9915103630088087,2.997133753782126,4.979879408118299,1.832299702218899,12.052903677168288,10.975649794719486,11.92490863033358,por
MS,F,16,R,LE3,T,2,2,other,other,home,father,3.0073419360090394,1.0558507722558037,0,no,yes,no,yes,yes,yes,no,yes,4.048929704719473,3.0111603229360444,1.9718948037968271,1.0,1.0,4.0479208171747745,0.0,13.986001085192775,13.888668863389325,15.961737725161623,por
MS,M,16,U,LE3,T,2,1,at_home,services,course,mother,2.0144562468271934,1.0159707992736609,0,no,yes,no,yes,yes,yes,yes,no,2.026103249762645,3.9732790133715965,3.0286319882161723,2.0072277452585294,3.022836166432733,4.068389945868923,4.053353992716749,10.068349687764174,7.9516299763080145,9.72532614340354,por
MS,M,15,R,LE3,T,1,3,at_home,other,reputation,father,3.044127652750825,1.0125364356531914,0,no,yes,no,yes,yes,yes,yes,no,3.9933759733710423,1.9990344016378272,4.037035007314132,2.9988968099408013,5.0,3.065322575806402,1.9648646896089608,10.035866712753927,10.888538781554983,10.977117878710674,por
MS,F,15,U,GT3,T,2,2,other,services,course,mother,1.9961156859118074,2.9549184516922296,0,no,yes,no,yes,yes,yes,no,no,5.0,3.0005575357990115,1.9282699879662994,1.0203866805116628,1.0,4.03235638498793,0.17492818891325976,11.96181855698553,12.987600234653087,14.10717357433094,por
MS,F,16,R,LE3,T,2,1,other,other,home,mother,1.0,1.0,0,no,yes,no,no,yes,yes,yes,yes,4.969021543454765,4.014625642944944,2.999238095223228,1.002558001220934,1.019898975579876,4.9892025346219375,1.7150023286652567,9.98883749809767,7.894244561716787,8.065765441432763,por
MS,M,15,U,GT3,T,3,3,services,services,course,father,1.969721429460251,1.0,0,no,yes,no,yes,no,yes,yes,no,3.976911935361407,2.957702287731903,3.0387908742805725,1.9955498213485052,3.9748429826249634,2.861454125766037,10.721617961971303,11.986733781976296,9.91633863621645,10.942467968399711,por
MS,F,16,R,GT3,T,1,1,at_home,other,course,father,1.9839547536752167,1.9844598146624726,3,yes,yes,no,no,yes,yes,no,no,2.9829582564809956,4.0183371157700085,2.9935451567533224,1.0,1.0,1.012700946997107,0.03369637795179256,7.045221808789552,6.871026388724788,8.005441976275653,por
MS,F,17,U,GT3,T,2,2,other,at_home,course,mother,1.0,1.0,0,no,yes,no,yes,yes,no,no,no,3.9851875539729624,4.916312046539176,3.025209008487201,1.0019734940941347,1.0,4.999921836831039,3.908425031438265,8.967150808727789,8.984872179182055,9.935516125166531,por
MS,F,19,U,GT3,T,2,3,at_home,services,course,other,1.0393938152637807,1.0,1,no,no,no,no,yes,no,yes,yes,3.9704142484281277,3.9805080933959727,4.012142332585785,1.0201918427954237,1.0521650704280363,2.005982989108484,0.0,8.965057668043373,8.914609724970338,10.017247895741585,por
MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,2.988637488761323,1.0,0,no,yes,no,yes,yes,no,no,yes,5.0,4.984890265845482,3.0118136677724547,1.0,1.0,3.0023036320268814,1.670610154594569,9.176207358435416,10.089365522780719,11.178566067665129,por
MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2.004912553339373,1.01872063937856,0,no,yes,no,no,yes,no,no,yes,4.992751553088367,2.019598428469596,1.0,1.0023925321147709,3.0152515789171637,3.943314093170028,0.0036414005990701376,9.084108034074703,10.039997409071376,9.112291503268056,por
MS,F,16,R,GT3,T,2,2,other,other,course,father,2.9996394875043384,1.973148602835065,0,no,yes,no,no,yes,no,yes,no,3.009870852284416,4.000700316375583,4.957933993791826,1.0063740576137872,2.0013212861944405,1.0238242561888806,0.9901716971631808,8.931924857746377,9.993115949463562,11.060382909427647,por
MS,F,16,U,LE3,A,2,2,other,other,home,mother,1.0260873979193759,1.0059884915721389,0,no,yes,no,no,yes,no,no,no,3.9840290078340552,2.956504563147289,3.961220583142645,1.0,1.9351971588238854,1.0270216221964203,6.121743459079353,7.051100256940237,6.921406103966206,7.942853013757262,por
MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,2.0554707714878515,2.051915525137027,0,no,yes,no,no,yes,yes,yes,no,3.949019424231091,2.9695191857905017,5.0,1.0,2.0119409411748705,4.029163911733307,0.012837246842851004,11.01059254603898,10.037501087373235,11.086950762637981,por
MS,F,16,U,GT3,T,2,2,other,services,course,father,1.0,1.0,1,no,yes,yes,yes,no,yes,yes,no,4.007562152401502,4.006148193626359,3.000672812767286,1.0063075361290823,4.0183417351387405,3.0404577446084238,0.9752957943271398,9.035044542033827,10.068070045246872,9.80441695107466,por
MS,F,18,R,LE3,A,3,2,other,other,course,other,1.9892559123484739,2.93666539554719,2,no,yes,no,no,no,no,no,yes,2.9464529919096107,2.997553244896594,1.9952106289021263,1.0,1.0227324463053382,2.025817833190834,6.219275803536155,7.012292298237916,9.0140622472398,9.9707411596474,por
MS,F,19,U,GT3,T,1,1,at_home,services,course,mother,1.0229212339892424,2.992841143900931,1,no,no,no,yes,yes,no,no,yes,4.9980781078526375,2.9820788857024696,1.0,1.0095709134594784,1.0,2.9824748909477417,5.755486689146222,7.106475179565602,9.158048237011934,9.067677763389192,por
MS,M,18,R,GT3,T,1,1,other,other,home,mother,2.014968760784133,1.0275576757085148,1,no,no,no,yes,yes,no,yes,no,3.9616844106061233,3.9851204998089638,2.9894474121036465,2.975510778914341,4.052678608011983,3.9969723550318292,0.09992957802611957,8.030933649191164,9.045298237661182,10.085847304045851,por
MS,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,2.0405385909895988,1.0490186037275349,1,no,no,no,no,no,no,yes,yes,3.0556477485358817,2.021543061391834,3.0361993201739157,1.0290705667344033,1.0,2.003894777279499,3.688664452733901,8.994442948631297,11.090037939137986,10.077669003016224,por
MS,F,19,U,GT3,T,1,1,other,other,course,other,2.012818287739663,1.9692236409816248,1,no,yes,no,no,yes,yes,yes,yes,1.025520000044375,1.0,3.9884081849876525,4.063942928298906,1.0264693453353064,1.0046031931791861,11.843812765137862,7.093277951363776,8.01316315646781,9.034183812319835,por
MS,F,16,R,GT3,A,2,2,health,other,course,mother,1.0,2.0124326775328516,0,no,no,no,no,no,yes,no,yes,3.002961320111383,2.9972739983941445,1.95362968381259,1.0,1.0285707243204836,3.0426649230189042,1.7740813735709196,8.020879435294344,10.066588172411764,9.977306887660706,por
MS,F,17,U,GT3,T,0,1,other,at_home,course,father,2.012965949863183,1.0,0,no,no,no,yes,no,yes,no,no,2.0353863436424837,4.067149132571675,4.02571342577513,3.014611348123453,4.966200570849047,5.0,5.1456762829354865,9.010872553700494,8.921475510751408,10.062375018131338,por
MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,1.0243380639452657,1.9973480495588125,0,no,no,no,yes,yes,no,yes,no,3.9763014404067976,3.9559438489358465,4.992915930462863,1.0,3.0254628077733137,3.088787948603053,0.0,8.028105593822024,8.954823863981971,8.889521599445445,por
MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,1.018011079013052,1.0661894896983741,0,no,no,no,yes,yes,no,yes,yes,4.015218522143062,4.942694347029562,4.001085582371449,1.0284715836010165,1.0,4.0943069165398995,0.0,13.991621822225591,13.034430523052578,12.90206484570298,por
MS,F,16,R,LE3,T,1,1,services,services,home,mother,1.0111355893703988,1.0,0,no,yes,no,yes,yes,yes,yes,yes,4.005595096390601,4.024248342819041,4.05558562060756,1.965393375157208,1.9201418969375421,4.0034043109640285,1.7938150944028983,14.000825832647957,14.03371463327708,14.007157757557062,por
MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,2.0234154532001853,4.006351254926676,1,no,yes,yes,yes,yes,yes,no,no,5.0,3.9789992513412593,4.999289072677943,3.0131447343356097,4.045020122829077,4.836017112454574,0.0,9.947489767683043,11.050026227399503,10.020081205686097,por
MS,F,16,U,GT3,T,2,1,other,services,course,mother,1.025668168976438,2.0117066387802813,0,no,yes,no,yes,yes,yes,yes,no,5.0,2.9901520744628884,3.009999173213453,1.0,1.0,1.0528635830461566,0.0,13.932769168206287,13.108446065615157,13.78833110352393,por
MS,F,16,U,GT3,T,2,2,services,other,course,mother,1.030340908512904,1.0271778787161958,0,no,yes,yes,yes,yes,yes,no,yes,4.020511260819226,1.9758269557357273,4.95923607972826,1.0,1.9670565903234796,4.976903719578395,0.0714378598225891,16.910626134988426,15.859566052922796,16.052771434704223,por
MS,M,17,U,GT3,T,1,2,other,other,course,father,1.014240364153764,1.002452576717994,1,no,yes,no,yes,yes,no,yes,yes,5.0,2.9919604313829424,4.9924044366679725,4.9717999859599775,4.984460543472377,1.0,11.815359228972014,5.875414965177561,6.903965623861703,7.08959312178733,por
MS,M,16,U,LE3,T,4,3,other,other,course,father,1.0,1.0077106885662508,0,no,no,no,yes,yes,yes,yes,no,3.9536598037001065,2.049467089591306,5.0,1.0224924600628884,5.0,4.982970009713845,8.24774135106958,13.921263696811916,12.022624873235802,12.991039250154984,por
MS,M,17,R,LE3,T,2,2,services,services,other,mother,3.003220632768393,3.990196802980222,1,no,yes,no,no,yes,yes,no,no,1.0,3.0248220295943793,4.946219469416766,2.9771073917241777,4.997792045593878,2.980909983814378,1.6878385295672165,9.984402783594176,7.928612419713909,9.275304819878588,por
MS,F,16,U,GT3,T,1,1,other,other,course,other,1.026485070393638,4.006736407707869,0,yes,yes,no,yes,yes,yes,yes,no,1.996563901600742,2.0266816833377277,1.0069446689485528,1.0150970109442994,1.0211297031728301,5.0,0.0,14.00922921109876,14.332886261714307,13.920817857993404,por
MS,F,19,U,LE3,T,2,2,other,other,home,mother,1.0,2.99140969284143,0,no,no,no,no,yes,yes,yes,yes,5.0,3.956174563421167,5.0,1.0,1.0,1.0,0.3124632884795759,11.975718464375582,13.050825268003805,12.958134155377769,por
MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2.008093050950141,1.015558314787993,0,no,yes,no,yes,no,yes,yes,yes,3.968352009137475,3.96437731162709,5.0,1.0,1.971378671217685,4.953937027280574,0.0,10.789160254916451,10.992280327833472,10.954194412362462,por
MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,1.9913654963019556,1.9907484330438519,1,no,no,no,yes,yes,yes,yes,yes,3.0675318260998394,2.912144128849481,4.035862091956001,2.004041335128845,3.9955279481454187,3.014666974893225,7.755037451401836,11.14092834164995,8.949199404136746,9.991166513186094,por
MS,F,17,U,LE3,T,1,1,other,services,course,father,1.0006310012440973,3.009439047567555,0,no,yes,no,no,yes,yes,no,yes,4.042462101439718,2.974953544562363,3.011563960728334,1.0,1.0731695224461704,3.0266253145731,0.04081314096682616,11.097241946241786,10.952678983266381,9.961886371661533,por
MS,M,17,R,GT3,T,2,2,other,other,course,mother,3.0280643480620144,1.0,1,no,yes,no,no,no,yes,yes,no,4.016860531146664,4.029605376234142,5.0,1.0057538410535711,1.9956121687961486,5.0,0.0,10.039896317084464,9.002970426433691,8.836888935289455,por
MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3.0041949727761352,2.02818570877243,0,no,yes,no,no,yes,yes,no,no,5.0,3.0159970159078053,1.9656444170504168,1.0418568363365874,1.0418387304068182,1.0,0.0,16.170723883050595,17.011036058209726,17.936631073134368,por
MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,2.001019366851713,1.99871358447387,0,no,yes,no,yes,yes,yes,no,no,4.994057719512193,2.9931452266660408,2.0046998963562577,1.0,1.001486422981329,1.0,0.0,14.912524134617241,16.954991325589848,16.98868147833654,por
MS,F,17,U,GT3,A,1,0,other,other,other,mother,1.9701486796875582,1.9556199407986687,0,no,no,no,no,yes,yes,yes,yes,3.973344357245554,3.999309913148617,5.0,1.0320506812869759,1.0,3.978345868706144,1.5157493784517322,11.168945880037125,8.97308026373409,10.14244540684408,por
MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,1.0163816256458773,2.0315866471220114,1,no,yes,no,no,yes,yes,yes,yes,4.002169611273239,2.9786822956582224,1.9630281309556143,1.0409751102286449,1.0,5.0,8.953135755988763,6.913611585351883,7.132482110957155,7.255336616894909,por
MS,F,16,U,GT3,T,3,1,other,other,course,mother,1.014169554019127,1.0,0,no,no,no,yes,yes,yes,yes,no,3.0072175925960463,1.0063363055930532,3.0330660416127464,1.0,2.9935068905580735,1.063490940304639,0.0,8.02136747834401,6.1364459158884985,8.15484001751831,por
MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,1.047487383199417,1.0,0,no,no,no,no,yes,yes,yes,no,2.965228191618618,1.0237002603694065,3.080380786367456,1.0,4.023272441212538,2.9124902776520063,2.2782788703911967,6.885989243538164,6.024838486068977,6.910099551379428,por
MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,1.9932437068893483,1.985090242864911,0,yes,no,no,no,yes,yes,no,no,2.0093576157718727,2.949996052094488,4.999411976884411,1.008259061954776,4.0529955864011304,2.990565809603398,8.11384281328945,9.001315148265387,7.86781599426213,9.919325138086066,por
MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,1.004810749042144,2.0344030044780705,0,no,no,no,yes,no,yes,yes,yes,3.995652432520564,3.0092726591301844,3.017462235276411,1.985027622309808,3.013866827582461,1.9430398543292207,0.0,14.034562603629452,16.053070634196768,15.981526827463703,por
MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,2.0054744263005513,1.0,0,no,no,no,yes,yes,yes,yes,no,4.94657752859859,4.02885438823794,5.0,1.051108967244376,4.045765576910716,1.9293813265913307,0.0,13.98615493413327,14.153177848412293,15.206908671189504,por
MS,F,18,U,GT3,A,2,4,other,services,reputation,father,1.03462797402834,2.0785397155324246,1,no,yes,no,no,yes,yes,yes,no,1.9759074790102475,2.9871546364593087,1.9753262117466188,1.0009520359533899,2.962804322134199,1.0413287929635888,8.125468316601806,8.063893329089868,5.134994848025779,7.980820094515498,por
MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,1.9979080894104153,2.026433731218537,0,no,no,no,yes,yes,yes,yes,no,4.988418208278163,2.021683324091032,1.0,1.0,1.0,2.0232778546905164,0.0,8.008861973239405,7.072379233619305,0.0,por
